0,0.914381,1.207115,0.0,0.329313,1.726495,0.740772,0.170871,0.000000,0.381339,0.036830,0.614382,0.000000,0.504704,1.628676,0.000000,1.666296,0.440522,0.000000,1.982466,1.547939,0.446615,0.000000,0.000000,0.000000,0.000000,0.281854,1.396572,2.022613,1.635906,1.414147,0.000000,0.110884,0.000000,0.216750,0.000000,0.930399,0.439187,0.000000,0.250245,0.446912,1.130018,0.000000,1.071804,0.740341,0.000000,0.766884,0.000000,1.275749,0.000000,0.096643,0.000000,1.907870,0.002848,1.429742,1.233996,0.191523,0.000000,0.259879,0.000000,0.136300,1.557429,0.000000,0.990545,0.367707
0,1.086623,1.694491,0.0,0.879684,1.285602,1.332926,1.512754,0.483930,0.435936,0.221947,0.050480,0.000000,0.185858,1.975215,0.577510,1.357437,1.150465,0.727895,1.212308,2.026194,0.000000,0.000000,0.579247,0.400743,0.000000,0.000000,1.226037,2.053738,0.787392,1.400775,0.835166,1.359749,0.000000,0.009093,0.000000,1.068749,0.231038,0.000000,1.655200,1.081650,2.026094,0.000000,1.912915,1.486238,1.109534,1.011749,0.000000,1.452043,0.041215,0.473482,0.000000,1.472947,0.837783,1.521174,1.596133,0.481866,0.000000,0.245653,0.000000,0.000000,2.065618,0.720895,1.230991,0.985227
0,1.194917,1.046741,0.0,0.000000,1.781707,0.937433,0.075307,0.000000,0.393477,0.000000,0.418406,0.000000,0.310741,1.862029,0.528983,2.028393,0.378847,0.000000,1.698075,1.889184,0.475629,0.000000,0.000000,0.000000,0.000000,0.350536,0.960925,2.293470,1.616708,1.450226,0.000000,0.138864,0.000000,0.302870,0.044723,0.929279,0.963516,0.000000,0.641109,0.390392,0.943855,0.000000,1.448542,1.338538,0.214145,0.421127,0.000000,1.729116,0.000000,0.478675,0.000000,1.833097,0.650723,1.453654,1.579257,0.157831,0.000000,0.498739,0.212996,0.000000,2.010881,0.000000,1.160999,0.508237
0,1.260816,1.087936,0.0,0.084224,1.518006,1.090615,1.414782,0.000000,0.000000,0.000000,0.000000,0.000000,0.058025,1.408122,0.718490,1.314130,0.969626,0.377537,1.484608,2.463635,0.086827,0.075254,0.000000,0.000000,0.000000,0.000000,1.295181,1.776686,1.191232,0.918151,0.000000,0.766690,0.000000,0.000000,0.125522,1.501724,0.073357,0.000000,0.565822,0.769127,1.950554,0.000000,1.708955,0.764166,0.423235,1.081717,0.000000,1.340757,0.000000,0.456000,0.000000,1.355851,0.000000,1.690330,2.003791,0.000000,0.000000,0.000000,0.000000,0.125626,1.246615,0.002258,1.295390,0.371604
0,1.276494,0.852849,0.0,0.286110,0.769021,0.394403,0.605776,0.000000,0.240210,0.000000,0.248275,0.000000,0.456135,1.964383,0.000000,1.382281,0.328528,0.271901,1.402733,1.606553,0.036992,0.047057,0.125315,0.000000,0.000000,0.118791,0.908558,2.139389,0.979630,0.551795,0.902747,0.599075,0.000000,0.489638,0.000000,0.781792,0.153698,0.000000,0.914777,0.431281,1.225859,0.000000,0.927600,1.157122,0.227430,0.157690,0.000000,1.172944,0.316763,0.167433,0.000000,1.503121,0.028253,0.879200,1.172958,0.210482,0.036544,0.305218,0.058426,0.000000,1.816913,0.209995,0.583127,0.709399
0,1.347178,1.566388,0.0,1.092242,1.758122,1.928916,2.032588,0.446561,0.224313,0.845354,0.206529,0.000000,0.715188,2.697836,0.294115,2.528267,1.203975,0.679766,1.938933,3.061134,0.000000,0.591444,0.000000,0.000000,0.000000,1.469274,1.374532,2.739344,1.739026,1.693803,0.296656,0.470284,0.000000,0.847010,0.036834,1.372484,0.010690,0.000000,1.353111,1.307363,1.344231,0.271076,1.221205,1.497160,1.066023,1.423460,0.000000,2.381475,0.544859,1.291233,0.000000,2.233297,1.411276,1.675453,2.514890,0.800641,0.831832,0.283335,0.455627,0.055151,2.638522,0.314441,1.524292,1.951482
0,1.450574,1.105044,0.0,0.000000,1.053563,1.103280,1.285153,0.000000,0.501030,0.000000,0.228373,0.000000,0.535580,1.953234,0.224830,1.962123,1.226908,0.198048,0.978796,2.095678,0.566512,0.092554,0.000000,0.000000,0.000000,0.280220,0.542191,2.762107,1.049383,0.482972,0.814634,0.740344,0.000000,0.000000,0.614362,1.311913,0.972621,0.000000,0.417260,0.862094,2.233425,0.199240,1.179570,1.573696,1.248030,0.527735,0.000000,1.282164,0.564901,0.516014,0.000000,1.776690,0.342778,1.622181,1.353520,0.572804,0.000000,0.692170,0.000000,0.000000,1.388672,0.551826,1.496141,0.788687
0,1.460267,1.458984,0.0,0.581345,1.109717,0.707767,0.981354,1.353656,0.423876,0.000000,0.078994,0.000000,0.533812,2.208606,0.793580,1.301647,0.454634,0.467150,1.097350,2.582689,0.000000,0.226658,0.000000,0.573785,0.000000,0.000000,1.382657,1.917492,1.168196,1.118084,0.000000,1.167584,0.000000,0.000000,0.000000,0.976380,0.135767,0.000000,0.993021,1.318265,1.558239,0.000000,1.634335,1.435162,1.033764,0.809330,0.000000,1.465983,0.500175,0.931639,0.000000,2.145040,0.952542,1.311670,1.379940,0.171035,0.504062,0.339219,0.000000,0.227113,2.345841,0.000000,1.206435,0.984077
0,1.462967,0.962557,0.0,0.000000,0.903268,1.025348,0.755600,0.000000,0.321621,0.000000,0.000000,0.000000,0.470060,1.734893,0.347952,2.056624,0.880575,0.000000,1.279563,1.739171,0.380935,0.000000,0.000000,0.000000,0.000000,0.000000,0.556029,2.165954,0.755619,0.956640,0.086879,0.424351,0.000000,0.000000,0.529189,0.873493,0.376701,0.000000,0.052520,0.600583,1.818583,0.154587,1.066459,0.777529,0.312813,0.767672,0.000000,1.129255,0.171506,0.766464,0.113354,2.342496,0.186008,1.552317,1.038769,0.333805,0.000000,0.000000,0.000000,0.042180,1.403296,0.058416,0.933257,0.467210
0,1.560325,1.062960,0.0,0.033246,1.149489,1.250996,1.128753,0.000000,0.133663,0.340268,0.521421,0.000000,0.069491,2.590107,0.512622,1.866318,1.170507,0.193916,1.031830,2.131475,0.666326,0.432298,0.028874,0.000000,0.000000,0.652339,0.641229,2.308223,1.221429,1.087409,0.896665,0.209406,0.000000,0.250589,0.547823,0.895540,0.648172,0.000000,0.870245,0.728774,1.564079,0.453022,1.189738,0.684678,0.788773,0.731193,0.000000,0.969723,0.553419,0.475546,0.000000,1.470069,0.315469,1.262451,1.229696,0.675685,0.000000,0.310157,0.000000,0.000000,1.333525,0.398323,1.129243,0.902938
