0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,0.0,0.48664525,7.0000100000000005,0.0,0.5657048000000001,2.3202384,1.5010059999999998,3.2483174999999997,0.7303674,1.4477955,2.8739998,2.037249,3.6631632000000005,0.0,1.5172856000000001,1.0514187,0.0,0.6699366999999999,2.4545197,0.0,1.391419,0.92937213,0.49647215,0.0,0.0,1.0696299999999999,2.8192763,0.62571627,0.44977218,0.44772629999999997,0.0,0.0,3.6691523,2.2515482999999996,2.6969537999999997,0.0,0.0,0.0,4.2475085,1.0777582,0.0,1.6838968,0.8090576999999999,0.6806774999999999,1.5807035,3.2753313,0.0,0.0,3.0106702000000003,1.5986993,0.46853697,1.9299906000000002,1.0091985,0.9585857,2.5381503,1.5516112,1.5938983999999998,2.6214619,0.0,0.2703525,0.0,0.0,0.0,3.5239356,4.9144087,0.5479704000000001,7.553111,4.6941557000000005,4.3472795,1.3729026000000002,2.0320523,0.0,4.743148000000001,5.693243,4.617925,9.257702,3.5932078,4.815823,3.5994010000000003,5.2989984,0.8203649,2.6785400000000004,4.795143599999999,1.1766268999999998,6.722053,4.291629,1.4066446000000001,0.0,5.0576754,0.044295862000000005,0.80004746,0.48032215,0.0,4.151636,0.0,0.0,0.33698964,0.0,0.9622689,15.862167999999999,6.591365299999999,0.24478549,10.997791000000001,0.0,0.0,3.6403413000000002,0.0,3.7878482000000004,12.206812,0.13200659,0.0,2.2654400000000003
0,0.0,0.8571299000000001,7.856802,0.0,3.7040502999999996,5.0335493,4.2799473,3.3587165,0.49449974,0.0,2.5844877,4.919939,2.1549382,1.5707229,3.8666875,1.9645921999999998,0.788065,1.6693698000000001,2.9769158,0.0,0.863311,2.5644720000000003,0.0,1.7161685000000002,0.0,3.7136953,6.960781599999999,0.0,0.5415960999999999,1.2795491,0.0,0.0,4.792553400000001,2.0147473999999996,2.5902042,1.455208,0.3736455,0.15578842,3.22329,1.4160464,0.0,1.8141512999999998,0.110742435,2.0714674,0.0,3.4289962999999997,0.0,1.5787351,4.5746345999999996,2.3103842999999995,2.7027924,4.361986,3.7365767999999995,3.0963986,3.5442487999999996,3.0412152000000003,3.893511,3.238486,0.0,0.0,0.0,0.6169621,0.0,5.398415,7.0233755,0.0,8.23863,8.243674,2.3705279999999997,1.0473540000000001,0.0,4.6081223,7.273242,3.0741045,4.1901665,18.483929,2.6135987999999997,4.1448245,8.776238000000001,5.944621,1.039968,9.311797,2.7850382000000002,1.6453529999999998,9.094582,4.8132863,0.0,3.1716235,9.974150999999999,7.674103999999999,5.8198028,2.8651547,0.0,7.1793830000000005,0.0,2.9553938,4.3896747000000005,1.6526061,5.9665017,23.3844,0.0,0.0,14.944170000000002,0.0,4.3904305,10.159505000000001,12.190325999999999,9.716358999999999,16.210276,0.0,9.242726,2.9949586
0,0.0,1.6579967,5.5689263,0.0,2.5429169999999996,3.2272167,1.708473,2.236733,1.1206106000000002,1.9790192,1.0828666999999998,2.4580152,1.0299766,0.65307695,1.3135011,0.0,0.0,2.4493423,2.0719241999999998,0.0,0.1569162,0.8043085,0.55191076,0.59119785,0.0,2.2253206000000003,5.5630593,0.0,0.34773827,0.97920334,0.0,0.0,3.7914917,0.0,2.9143157000000004,0.5215488,0.0,0.0,1.808505,0.0,0.0,3.1303197999999997,0.0,0.0,0.7817196999999999,3.1396043,0.0,0.62938464,3.6817523999999997,2.5525147999999995,1.1118928999999997,2.3902957000000002,0.9296146999999999,1.7435781000000004,1.4284506000000001,1.2269092,1.8947883,2.6494484000000003,0.0,1.9242119,0.0,2.1958427000000005,1.1320745,2.252465,4.060261,0.0,6.8454943,1.4431616000000003,4.441619,0.0,2.096085,4.132021,3.2146453999999998,0.22859477,4.383878,9.195376,3.3633044,7.0967,4.010972,4.269196,0.9917333,4.1669044,1.2228335,0.27138636,6.2224402,1.5460862,0.89327633,1.1145155,5.721286,2.8638496,2.1193945,0.0,2.7545397,9.6047125,0.0,1.4380003000000001,4.0790167,0.0,11.455005,10.799057000000001,5.7544837,1.9670444,12.931646,0.0,4.7692857,6.376649,0.20190148,9.680723,9.458343,0.7569064,2.0457866,0.0
1,0.13972703,0.0,6.1881404,0.0,3.5770068,2.1476648,0.957068,1.7184446,0.37314509999999995,0.0,1.8424808999999998,2.622076,2.6674366000000003,0.8059313,3.0626552000000005,0.41739023,0.0,1.9143633000000002,1.2100289,0.0,1.0379912,0.6570212,0.0,0.0,0.99454385,3.7090417999999996,3.208189,0.9748549999999999,1.7056857,0.0,0.0,0.6374181999999999,3.5963552000000005,1.3235898000000001,2.333012,0.0,0.0,0.9935854,0.07616234,1.6634331000000002,0.0,2.4409945,2.1014652000000003,1.7024999,0.56879437,2.9870937,0.0,0.22704179999999996,1.6848,2.7637009999999997,1.9514716,3.1977422000000004,1.1074633999999999,0.13223296,1.4088086000000002,0.87839526,2.3000252,0.83909,0.0,0.45650604,1.0096992,0.0,1.0365431,3.149436,6.326569,3.5132709,4.9512873,6.1762924,3.639553,0.0,0.0,5.8317776,1.8493234,3.4270650999999996,2.9921317000000003,10.495933,3.336933,4.838025,4.556913400000001,3.5857824999999997,3.302576,5.987026999999999,2.1747735,2.079327,2.6931295,2.3455832,1.6979115000000002,3.3788042000000003,3.0836473,4.389601,2.787571,3.235019,0.79347515,8.782966,0.93850017,0.0,0.8288935,0.0,7.0647020000000005,6.538145500000001,5.585856,0.62847865,5.918131400000001,0.0,6.384966,11.757052999999999,7.763664200000001,4.5327144,15.334121,0.1266912,1.3370458,0.85479283
2,2.328259,0.0,7.3992643,0.0,1.8693018,1.6079843999999999,0.37223962,2.3070712,0.3021046,0.025210919,3.2960641,1.4832548,0.49113086,1.0035747,2.2806861,1.0170814000000001,0.7199776,2.8856752,1.2352092,0.0,0.6228640999999999,0.0,0.0,0.0,0.0,0.5782094,3.837069,1.4849794,2.4103248,0.0,0.0,1.1790091999999999,4.734114599999999,1.8805574,3.4568212,1.3603702,0.0,2.9818447,1.9897816000000002,3.401457,0.0,3.8590038,1.2151572,0.92529064,0.9824313,0.7162739,0.0,0.0,2.4031453,4.6195580000000005,0.0,3.3374370000000004,0.0,0.0,0.0,1.8031400000000002,1.2678993,1.3626426,0.0,0.0,1.9476773999999997,1.43282,0.0,2.99392,1.7032638,5.159522,5.292373,4.200844,8.9236965,0.0,2.5219069,4.3095455000000005,2.224093,4.7072496,5.0642815,9.171467,4.275136,5.2734213,0.0,4.333935299999999,7.3412595000000005,4.869908000000001,8.390107,4.0801616,4.773918599999999,0.53272057,4.0758004,5.6504025,1.537032,2.1185523999999996,1.2057123,5.962654,1.6874361,8.240327,1.6915297999999999,0.0,0.0,0.59063745,0.0,0.0022572017999999998,13.583978,3.5070580999999996,9.22077,0.0,2.6672945,21.567636,0.0,3.6053116000000003,14.950873000000001,3.9126837,0.0,2.6208913
3,0.0,0.0,3.0360397999999997,0.0,0.9301248,1.7159547999999998,1.5873976,1.5671124,0.28508192,0.0,0.9131836999999999,1.9176258999999998,0.46823272,0.43361887,2.3886967,1.4809444999999999,0.25652185,0.94653827,0.52468884,0.06770078,0.84858304,0.32078779999999996,0.093707174,0.036027792999999995,0.0,2.3957486,2.9432563999999997,0.0,0.9723068000000001,0.0,0.0,0.9407271,2.2508698,0.78142273,1.9688107,0.44771814,0.0,0.83482534,0.8504506,1.82512,0.028028317,0.8229495000000001,0.78451127,0.50439405,0.0,0.7221373000000001,0.5199869,0.25468943,1.1112157,2.3112667,1.121712,1.0552772,1.403427,0.0,0.7780628,1.3313831,0.10859705,0.0,1.3557013,0.8758565,0.48867872,0.0,0.0,1.7515975,1.092529,1.333636,1.779708,3.8401034,1.799248,0.66725546,0.97741127,3.0400186000000002,1.2985902,0.5393832,1.7190973000000003,6.3045044,1.2799628,2.4247853999999998,3.9248037000000005,1.3373355,2.2482307,4.5310574,2.8393843,0.8079509,0.73780286,2.0806317,0.64598644,1.7882745999999998,1.9852935,4.199402,1.8784497,2.843057,0.0,4.418792,1.4295458,0.0,2.3051846,4.450836,3.6756315,4.4814973,4.856804400000001,1.4669146999999998,2.946354,0.0,2.79011,8.979672,6.710714,1.1711806,5.835204,0.0,3.9984796,3.103765
3,0.0,1.9499841,5.449101000000001,0.85035986,2.936755,3.417967,2.5979156000000003,0.38432518,0.0,0.570696,1.3464254,3.3474154,0.90810597,0.82502186,3.4289940000000003,2.6522155,0.6154949000000001,0.8598693000000001,1.5723068,0.0,1.7731446,0.116198145,0.0,1.4196038,0.0,3.0531032000000002,4.636082,0.0,2.0891178,1.0715781,0.40154275,0.0,3.1112319999999998,1.6680897000000001,2.776614,0.9446806000000001,0.0,0.6296999,0.0,0.26930207,0.0,1.7276353,1.5492926,1.7535150000000002,0.0,2.121116,0.81057334,2.4378382999999997,4.5402102,1.2287403000000001,1.0404323,3.8254097000000002,2.6410985,4.407323,0.79263127,0.74816763,0.972514,1.6114973999999997,0.0,0.0,0.71633846,1.0459987,0.76159024,3.1858687000000003,4.0800605,4.162360700000001,3.957099,2.2980063,1.1901969,2.3499347999999998,0.33621776,3.0108786,2.907522,0.13677445,2.0064359,14.969610999999999,0.0,3.723536,4.9656954,4.961077700000001,3.4141498,7.1854587,1.9980218,0.33132848,4.428706,3.369069,1.2186986000000002,2.9758682,7.914185000000001,6.7845244000000005,4.135394,2.8238368,1.2715938,8.097333,0.0,5.0494947,8.156375,1.9472618000000002,4.3262267,12.003469,0.05759468,1.6420865000000002,13.90275,0.0,10.608845,12.977889999999999,8.888539,5.54065,12.541386,1.3914156000000002,12.701155,5.5720114999999995
3,0.05133792,0.44404146,5.197229,0.0,2.3954313,3.5360336,2.7068186,2.0734515,0.0,0.0,1.2602301,4.333789,0.43700397,1.4841878000000002,3.0392930000000002,4.226626400000001,0.87251747,0.0,0.8793188,0.8280586999999999,2.646276,0.45291024,0.0,1.5591856000000002,0.0,4.4988790000000005,5.295828,0.0,1.9242837,0.8465599,0.0,0.0,4.25283,1.7750477,3.997301,0.85430294,0.33344070000000003,1.6279176000000002,0.65407944,2.4263463,0.0,3.226326,1.3190563999999998,1.3622858999999998,0.0,1.2585483,0.0,1.1540036,4.295907499999999,3.161809,1.9252828000000002,3.3246550000000004,2.7915356,2.6914227000000004,0.23559697,2.497941,0.23457414,1.0028667,0.39912388,0.7830076,0.0,0.0,0.5516257,3.101167,1.8477047999999998,5.49719,3.4486402999999997,3.8749510999999996,2.1245312999999997,3.7844534,2.216269,4.3790226,1.9586693,0.0,2.8005347,14.048579,1.4983541999999999,3.2066467,6.6751556,3.3908489,5.561863400000001,10.709484,5.079165,2.531325,2.2652533,3.7761378,1.0059162,4.452755000000001,6.6828394,8.603983,3.6613498,6.6443048,0.10938944,8.266842,0.7820847,2.8514235,7.2989182,7.991217599999999,2.6414862,8.421433,6.204696,2.9923346,9.417482000000001,0.0,8.363377,20.499107000000002,12.097349000000001,2.2444804,9.367841,0.3745864,13.553538,8.873136500000001
3,0.49936116,0.9980621999999999,8.744292,0.0,3.0489087,4.454227400000001,3.7058496,3.679755,2.0579970000000003,1.2526111999999998,2.3453991000000003,4.2884426,1.3304629,0.7253449000000001,3.4316695,1.4088136,0.0,1.1983566,2.9717426,0.34034026,1.8128803,1.1798754999999999,0.0,3.5590379999999997,0.0,3.5119309999999997,6.276668,0.0,0.0,2.830087,0.0,0.0,5.245549,0.0,3.9964767,0.5647679,0.0,0.0,2.1718829,0.0,0.0,2.0755239,0.0,1.960243,0.0,3.7579116999999997,0.0,1.8346221,4.494707,1.9659307000000001,3.5484707,1.7178857,2.707086,3.4377205,2.7194345,1.2200594999999999,2.2393682,3.667101,0.0,2.5258582,0.0,2.2601264,1.4304391,2.8882155,7.192487700000001,0.38068664,7.797047599999999,3.56337,2.4165907000000004,0.06401872,3.3907905,2.4078822,4.846548,0.0,1.7310466,15.689017999999999,2.8403924,8.146329,10.057084,8.452057,0.59608907,5.1176825,3.0333900000000003,0.0,6.739725,3.557699,1.7605821,0.74217093,11.021888,9.695893,6.718487700000001,0.0,0.0,11.283937,0.0,2.2359240000000002,10.838385,1.2673094999999999,11.981166,19.815838,4.5494485000000005,7.6825149999999995,21.13595,0.0,10.762879,5.3254724,9.814138,5.074088,16.910555,0.6098579000000001,9.862165,1.9684825000000001
3,0.52032954,0.0,6.344847,0.0,2.6878521,3.6032464999999996,1.8475074,1.9239596,0.7475599,0.0,1.6125078000000002,3.150156,0.71228373,0.85634893,2.8151452999999997,2.394996,0.0,0.81058043,1.5457582,0.24057057,1.5568483,0.49009407,0.0,0.24546579,0.0,3.316901,5.91101,0.17227197,0.8774964,1.4298294,0.0,0.0,3.5716040000000002,0.05536191,4.8316774,0.15977626,0.0,0.8527405,0.6833009,0.8089451999999999,0.0,3.1385362,0.7971578,1.6576078,0.0,2.7739518,0.0,0.82714635,3.5088012,3.0236247000000005,1.6682156000000004,2.1300470000000002,1.5349597,1.9225606,1.2345155,1.2327127,0.0,1.2852793,0.7823161,2.2943077,1.1762503,1.4996178999999998,2.2124305,1.8697377,3.8804135000000004,3.2222204,5.239595,1.4762142,3.5652053,0.08456934,2.4157887000000002,5.5634093,0.9559517,0.0,3.3216745999999997,11.03994,2.9210205,7.993100999999999,6.306184,4.1674175,3.1813552000000005,6.165780000000001,3.3730347000000003,0.2641341,3.0000272,2.3841047000000004,1.9158223,1.7137133999999998,5.11101,7.217681,4.412815,0.9309619,0.9630341,11.094004,0.3887251,0.45692512,6.478994999999999,1.1971017,12.422003,6.6259274,9.5095825,5.37589,12.100307,0.0,9.500175,10.271697,7.748832000000001,4.8255596,13.176498,2.209406,5.7803226,2.775681
