0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,0.0,0.3243331,0.2619803,0.0,0.07108007,0.22811759,0.0,0.082536295,0.38660672,0.14006275,0.0,0.21792965,0.26802509999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.48262158,0.39204448,0.28064716,0.2248601,0.048277214000000006,0.0
0,0.0,0.0,0.33011335,0.26310065,0.0,0.07484232,0.23250836,0.0,0.084403224,0.39050484,0.14250423,0.0,0.22288044,0.27273196,0.0,0.0,0.0,0.0,0.0,0.0,0.48966616,0.39010096,0.27880663,0.23592803,0.055560365,0.0
0,0.0,0.0,0.33587983,0.26421836,0.0,0.07859561,0.23688865,0.0,0.086265706,0.39439368,0.14493989999999998,0.0,0.22781943,0.27742758,0.0,0.0,0.0,0.0,0.0,0.0,0.4966939,0.38816208,0.27697054,0.24696946,0.06282611,0.0
0,0.0,0.0,0.33631533,0.2643028,0.0,0.07887906,0.23721948,0.0,0.086406365,0.39468735,0.14512384,0.0,0.22819243,0.27778220000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.4972247,0.3880156,0.27683187,0.24780336,0.06337489,0.0
0,0.0,0.0,0.37364447,0.27153826,0.0,0.10317583400000001,0.26557526,0.0,0.098463096,0.41986156,0.16089106,0.0,0.26016483,0.30817932,0.0,0.0,0.0,0.0,0.0,0.0,0.5427188000000001,0.37546417,0.2649458,0.31928036,0.11040981,0.0
0,0.0,0.0,0.41218728,0.27900898,0.0,0.12826256,0.29485297,0.0,0.11091182,0.44585422,0.1771709,0.0,0.29317674,0.3395647,0.0,0.0,0.0,0.0,0.0,0.0,0.589692,0.36250463,0.25267327,0.39308116,0.15897389,0.0
0,0.0,0.0,0.43801177,0.28401452,0.0,0.1450712,0.31446967,0.0,0.11925271,0.46326986,0.18807875,0.0,0.31529543,0.36059356,0.0,0.0,0.0,0.0,0.0,0.0,0.62116504,0.35382146,0.24445042,0.44252926,0.19151287,0.0
0,0.0,0.0,0.43938923,0.2842815,0.0,0.14596774,0.31551599999999996,0.0,0.11969761599999999,0.4641988,0.18866056,0.0,0.3164752,0.36171523,0.0,0.0,0.0,0.0,0.0,0.0,0.6228438000000001,0.35335833,0.24401182,0.44516683,0.19324847,0.0
0,0.0,0.0,0.4633755,0.28893074,0.0,0.16157992,0.33373636,0.0,0.1274448,0.48037475,0.19879198,0.0,0.33701947,0.38124728,0.0,0.0,0.0,0.0,0.0,0.0,0.65207654,0.34529322,0.23637429,0.4910952,0.22347127,0.0
0,0.0,0.0,0.47348836,0.29089093,0.0,0.16816218,0.34141824,0.0,0.1307111,0.48719472,0.20306347,0.0,0.34568113,0.38948214,0.0,0.0,0.0,0.0,0.0,0.0,0.6644014,0.3418929,0.23315424,0.51045907,0.23621352,0.0
0,0.0,0.0,0.492354,0.29454762,0.0,0.18044142,0.35574886,0.0,0.1368044,0.49991742,0.21103202,0.0,0.36183956,0.40484443,0.0,0.0,0.0,0.0,0.0,0.0,0.6873934,0.33554956,0.22714718,0.54658246,0.25998425,0.0
0,0.0,0.0,0.49624446,0.2953017,0.0,0.18297364,0.35870412,0.0,0.13806096,0.50254107,0.21267529,0.0,0.36517173,0.40801240000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.69213486,0.33424145,0.22590839999999998,0.5540318000000001,0.26488632,0.0
0,0.0,0.0,0.50323117,0.29665595,0.0,0.18752114,0.36401135,0.0,0.14031756,0.5072528000000001,0.21562636,0.0,0.37115586,0.4137017,0.0,0.0,0.0,0.0,0.0,0.0,0.7006498000000001,0.33189228,0.22368376,0.5674098000000001,0.27368957,0.0
0,0.0,0.0,0.5052260000000001,0.2970426,0.0,0.18881957,0.36552665,0.0,0.14096186,0.5085980999999999,0.21646895,0.0,0.37286443,0.4153261,0.0,0.0,0.0,0.0,0.0,0.0,0.70308095,0.33122152,0.22304855,0.57122946,0.2762031,0.0
0,0.0,0.0,0.5211534000000001,0.30012977,0.0,0.19918637,0.37762535,0.0,0.14610615,0.51933926,0.2231964,0.0,0.38650623,0.42829579999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.7224921,0.32586613,0.21797708,0.6017269000000001,0.29627162,0.0
0,0.0,0.0,0.52246076,0.3003832,0.0,0.20003732,0.37861842,0.0,0.14652841,0.52022094,0.22374862,0.0,0.387626,0.42936036,0.0,0.0,0.0,0.0,0.0,0.0,0.72408545,0.32542658,0.21756079999999997,0.60423017,0.29791898,0.0
0,0.0,0.0,0.5526615,0.30623698,0.0,0.21969433,0.40155935,0.0,0.15628277,0.54058784,0.23650491,0.0,0.41349292,0.45395276,0.0,0.0,0.0,0.0,0.0,0.0,0.7608919,0.31527194,0.20794451,0.66205776,0.335972,0.0
0,0.0,0.0,0.5556606,0.3068183,0.0,0.22164641,0.40383756,0.0,0.15725145,0.5426104,0.23777169,0.0,0.41606167,0.45639497,0.0,0.0,0.0,0.0,0.0,0.0,0.76454705,0.31426352,0.20698954,0.6678004,0.33975095,0.0
0,0.0,0.0,0.55922455,0.3075091,0.0,0.2239661,0.40654477,0.0,0.15840253,0.5450139,0.23927703,0.0,0.41911417,0.45929709999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.7688904999999999,0.3130652,0.20585476,0.67462456,0.3442415,0.0
0,0.0,0.0,0.56346005,0.30833006,0.0,0.22672291,0.40976214,0.0,0.15977053,0.5478702,0.24106605,0.0,0.4227419,0.46274608,0.0,0.0,0.0,0.0,0.0,0.0,0.7740524000000001,0.31164104,0.20450608,0.6827346,0.3495782,0.0
0,0.0,0.0,0.56388295,0.30841202,0.0,0.22699817,0.41008335,0.0,0.15990713,0.5481554,0.24124467,0.0,0.42310410000000004,0.46309042,0.0,0.0,0.0,0.0,0.0,0.0,0.77456784,0.31149888,0.20437145,0.6835444,0.35011107,0.0
0,0.0,0.0,0.57223874,0.31003162,0.0,0.23243676,0.41643056,0.0,0.16260593,0.55379045,0.24477403,0.0,0.43026084,0.46989453,0.0,0.0,0.0,0.0,0.0,0.0,0.7847513,0.30868936,0.20171085,0.69954383,0.3606394,0.0
0,0.0,0.0,0.58143514,0.31181413,0.0,0.23842253,0.42341629999999997,0.0,0.16557622,0.5599923000000001,0.24865843,0.0,0.43813756,0.47738314,0.0,0.0,0.0,0.0,0.0,0.0,0.79595923,0.30559713,0.19878256,0.71715295,0.372227,0.0
0,0.0,0.0,0.59073466,0.31361666,0.0,0.24447538,0.43048033,0.0,0.16857982,0.5662638000000001,0.2525864,0.0,0.44610262,0.48495573,0.0,0.0,0.0,0.0,0.0,0.0,0.8072928,0.30247029999999997,0.19582151,0.7349594,0.3839444,0.0
0,0.0,0.0,0.607266,0.31682092,0.0,0.2552353,0.4430378,0.0,0.17391917,0.57741225,0.25956896,0.0,0.4602617,0.49841720000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.82744,0.2969118,0.19055772,0.76661325,0.40477399999999997,0.0
0,0.0,0.0,0.6245538,0.3201718,0.0,0.2664876,0.4561699000000001,0.0,0.17950286,0.5890709,0.26687104,0.0,0.4750687,0.5124946,0.0,0.0,0.0,0.0,0.0,0.0,0.8485091,0.29109904,0.18505308,0.7997154000000001,0.4265566,0.0
0,0.0,0.0,0.62557447,0.32036963,0.0,0.2671519,0.4569452,0.0,0.17983252,0.58975923,0.26730216,0.0,0.4759429,0.5133257999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.8497530999999999,0.2907559,0.18472807,0.80166996,0.42784274,0.0
