0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000
0,0.000000,0.009180,0.000000
0,0.000000,0.012012,0.000000
0,0.000000,0.015027,0.000000
0,0.000000,0.016588,0.000000
0,0.000000,0.017232,0.000000
0,0.000000,0.021862,0.000000
0,0.000000,0.027395,0.000000
0,0.000000,0.031656,0.000000
0,0.000000,0.041438,0.000000
0,0.000000,0.044226,0.000000
0,0.000000,0.044424,0.000000
0,0.000000,0.052010,0.000000
0,0.000000,0.052493,0.000000
0,0.000000,0.055472,0.000000
0,0.000000,0.064144,0.000000
0,0.000000,0.070223,0.000000
0,0.000000,0.076010,0.000000
0,0.000000,0.076353,0.000000
0,0.000000,0.076694,0.000000
0,0.000000,0.082181,0.000000
0,0.000000,0.087142,0.000000
0,0.000000,0.094912,0.000000
0,0.000000,0.097748,0.000000
0,0.000000,0.098967,0.000000
0,0.000000,0.100351,0.000000
0,0.000000,0.107711,0.000000
0,0.000000,0.110569,0.000000
0,0.000000,0.113926,0.000000
0,0.000000,0.116310,0.000000
0,0.000000,0.117126,0.000000
0,0.000000,0.118913,0.000000
0,0.000000,0.119616,0.000000
0,0.000000,0.124458,0.000000
0,0.000000,0.125891,0.000000
0,0.000000,0.126001,0.000000
0,0.000000,0.127242,0.000000
0,0.000000,0.130447,0.000000
0,0.000000,0.131595,0.000000
0,0.000000,0.147282,0.000000
0,0.000000,0.154178,0.000000
0,0.000000,0.162543,0.000000
0,0.000000,0.162876,0.000000
0,0.000000,0.166070,0.000000
0,0.000000,0.168313,0.000000
0,0.000000,0.171344,0.000000
0,0.000000,0.177210,0.000000
0,0.000000,0.178026,0.000000
0,0.000000,0.186286,0.274196
0,0.000000,0.189322,0.000000
