0,0.000000,0.000000,1.422771,0.000000,0.000000,0.000000,0.000000,7.876810,6.519158,0.0,0.0,0.098929,0.000000,0.173092,0.0,1.650361,4.186283,0.0,6.806160,0.000000,0.0,0.000000,6.296852,3.099850,0.821500,0.000000,0.0,0.000000,4.210828,0.833940,0.0,5.375861
0,0.000000,0.000000,1.827581,0.000000,0.000000,0.000000,0.000000,7.049628,5.398803,0.0,0.0,0.000000,0.000000,0.000000,0.0,1.355398,3.203696,0.0,6.468280,0.000000,0.0,0.179479,5.984934,3.014971,0.698334,0.350456,0.0,0.000000,3.499138,0.546491,0.0,5.091195
0,0.000000,0.000000,0.507664,0.000000,0.000000,0.000000,0.485075,4.605103,4.056924,0.0,0.0,0.186475,0.000000,0.000000,0.0,1.345021,1.169791,0.0,3.815312,0.232079,0.0,0.000000,2.980977,2.211193,1.223902,0.149516,0.0,0.000000,2.462014,1.183985,0.0,2.424538
0,0.000000,0.092716,0.710607,0.298438,0.000000,0.000000,0.035254,5.637510,4.281230,0.0,0.0,0.000000,0.000000,0.098917,0.0,1.263382,1.696139,0.0,4.149671,0.137502,0.0,0.000000,3.481193,2.471548,1.224724,0.122416,0.0,0.000000,2.382289,1.519274,0.0,2.937187
0,0.000000,0.000000,0.962681,0.000000,0.000000,0.000000,0.000000,6.950358,5.450501,0.0,0.0,0.000000,0.000000,0.159445,0.0,1.969628,2.846387,0.0,5.466456,0.053851,0.0,0.000000,4.887589,2.688553,0.836590,0.000000,0.0,0.000000,2.966501,1.672308,0.0,4.560917
0,0.000000,0.000000,1.449581,0.000000,0.000000,0.000000,0.000000,6.242205,5.427285,0.0,0.0,0.287159,0.000000,0.000000,0.0,1.926694,3.142395,0.0,5.524359,0.019118,0.0,0.000000,5.513292,2.347017,0.962175,0.000000,0.0,0.000000,3.931406,0.579587,0.0,4.235516
0,0.000000,0.000000,0.467336,0.000000,0.000000,0.000000,0.000000,6.264975,5.466194,0.0,0.0,0.000000,0.000000,0.059024,0.0,2.047907,2.305355,0.0,5.383925,0.239264,0.0,0.000000,4.569368,2.965031,1.226026,0.392091,0.0,0.000000,2.926109,1.613122,0.0,4.223846
0,0.000000,0.000000,0.703661,0.000000,0.000000,0.000000,0.000000,7.300246,6.113518,0.0,0.0,0.000000,0.000000,0.231524,0.0,2.076957,3.216985,0.0,5.822662,0.232303,0.0,0.000000,5.501341,2.954452,0.767513,0.230452,0.0,0.000000,3.137346,1.613984,0.0,5.073638
0,0.000000,0.000000,0.954270,0.000000,0.000000,0.000000,0.000000,6.431644,5.698451,0.0,0.0,0.314249,0.000000,0.000000,0.0,2.315422,1.744611,0.0,5.200486,0.085905,0.0,0.000000,4.677399,3.151056,1.782004,0.000000,0.0,0.000000,3.089795,0.994653,0.0,3.909767
0,0.000000,0.000000,0.763417,0.000000,0.000000,0.000000,0.000000,6.102313,5.128761,0.0,0.0,0.515902,0.000000,0.049131,0.0,2.299164,2.391033,0.0,5.218680,0.477653,0.0,0.000000,4.423503,2.792531,0.737512,0.000000,0.0,0.000000,2.730473,1.293608,0.0,4.579919
