0,3.156661,0.0,0.0,2.102745,1.407235,1.203769,2.559032,0.365051,0.000000,0.0
0,2.900714,0.0,0.0,1.977165,1.249572,1.049963,2.322609,0.341869,0.000000,0.0
0,2.577487,0.0,0.0,1.824145,1.014832,0.852937,2.058210,0.354442,0.039402,0.0
0,2.605700,0.0,0.0,1.784355,0.988535,0.825958,2.025487,0.324418,0.041865,0.0
0,2.873750,0.0,0.0,1.940912,1.141513,0.955088,2.244909,0.334968,0.020742,0.0
0,3.353448,0.0,0.0,2.314491,1.294363,1.104338,2.671546,0.441194,0.056266,0.0
0,3.348147,0.0,0.0,2.369803,1.139226,0.974895,2.637920,0.489121,0.133504,0.0
0,2.943821,0.0,0.0,2.012854,1.067329,0.883874,2.257021,0.354599,0.069122,0.0
0,3.038162,0.0,0.0,2.106581,1.076128,0.891320,2.336289,0.383136,0.089175,0.0
0,3.438319,0.0,0.0,2.431878,1.240572,1.024661,2.677201,0.446189,0.104390,0.0
0,3.407338,0.0,0.0,2.408052,1.212429,1.003107,2.648135,0.445908,0.110122,0.0
0,3.036693,0.0,0.0,2.035182,1.122396,0.916219,2.292975,0.323134,0.052503,0.0
0,2.856359,0.0,0.0,2.054562,0.928073,0.754627,2.178373,0.393665,0.133089,0.0
0,3.582444,0.0,0.0,2.493132,1.280978,1.067574,2.780357,0.455613,0.106196,0.0
0,3.449032,0.0,0.0,2.386389,1.240161,1.023566,2.654261,0.419335,0.094613,0.0
0,3.229462,0.0,0.0,2.259356,1.089439,0.890107,2.454122,0.405898,0.122242,0.0
0,2.927735,0.0,0.0,2.064506,0.883241,0.723209,2.195089,0.397071,0.156713,0.0
0,2.996410,0.0,0.0,2.114197,0.884687,0.709211,2.215133,0.389009,0.167843,0.0
0,3.494908,0.0,0.0,2.485693,1.112358,0.906009,2.650463,0.462370,0.170741,0.0
0,3.427555,0.0,0.0,2.409106,1.005918,0.830472,2.571242,0.465815,0.197438,0.0
0,2.982929,0.0,0.0,2.096071,0.830658,0.661774,2.176283,0.385558,0.185815,0.0
0,3.264389,0.0,0.0,2.221606,1.008303,0.806023,2.383310,0.367250,0.147299,0.0
0,3.084055,0.0,0.0,2.240986,0.813981,0.644432,2.268708,0.437781,0.227884,0.0
0,3.003124,0.0,0.0,2.116237,0.829849,0.652106,2.177044,0.380385,0.190437,0.0
0,2.988247,0.0,0.0,2.075859,0.851449,0.661885,2.146126,0.349241,0.171159,0.0
0,2.933070,0.0,0.0,2.079396,0.769688,0.593989,2.101149,0.372363,0.204639,0.0
0,2.982856,0.0,0.0,2.046923,0.801295,0.629456,2.125037,0.353249,0.186392,0.0
0,3.189107,0.0,0.0,2.289224,0.822368,0.650782,2.325035,0.439463,0.238160,0.0
0,3.566375,0.0,0.0,2.579886,0.962544,0.777578,2.654643,0.509694,0.256369,0.0
0,3.261783,0.0,0.0,2.291386,0.878244,0.692795,2.360228,0.413172,0.216919,0.0
1,3.461417,0.0,0.0,2.561681,0.777818,0.640579,2.571908,0.565401,0.328209,0.0
1,3.418254,0.0,0.0,2.511946,0.796353,0.645019,2.522467,0.531971,0.307046,0.0
1,3.681168,0.0,0.0,2.857210,0.718576,0.580011,2.746973,0.666675,0.424587,0.0
1,4.080999,0.0,0.0,2.915715,1.034257,0.842743,3.010467,0.577273,0.316950,0.0
1,3.764394,0.0,0.0,2.680487,0.849659,0.685624,2.720516,0.537302,0.332143,0.0
1,3.534111,0.0,0.0,2.598944,0.699348,0.553261,2.543318,0.550719,0.369549,0.0
1,4.201092,0.0,0.0,3.137727,0.945425,0.774619,3.136422,0.686327,0.407930,0.0
1,3.725485,0.0,0.0,2.800867,0.742022,0.584367,2.712397,0.605789,0.402039,0.0
1,3.625918,0.0,0.0,2.811599,0.607450,0.479797,2.650750,0.657488,0.458645,0.0
1,3.302359,0.0,0.0,2.446002,0.595304,0.445797,2.322805,0.504134,0.370284,0.0
1,3.530110,0.0,0.0,2.646473,0.644920,0.497250,2.528168,0.568949,0.401920,0.0
1,3.712004,0.0,0.0,2.782740,0.687993,0.536930,2.673547,0.602338,0.420010,0.0
1,3.491038,0.0,0.0,2.633457,0.612902,0.460688,2.481340,0.561208,0.410390,0.0
1,3.214901,0.0,0.0,2.433496,0.384691,0.282914,2.230285,0.556671,0.454363,0.0
1,4.059353,0.0,0.0,2.859250,0.946989,0.747980,2.902610,0.534053,0.338237,0.0
1,3.907305,0.0,0.0,2.887987,0.755732,0.591728,2.806530,0.606870,0.420707,0.0
1,4.315390,0.0,0.0,3.069079,0.999670,0.804773,3.126496,0.601154,0.371758,0.0
1,3.574428,0.0,0.0,2.590130,0.668366,0.501606,2.493593,0.508063,0.379372,0.0
1,3.932727,0.0,0.0,2.803694,0.880697,0.679184,2.789671,0.521461,0.348670,0.0
1,2.780988,0.0,0.0,2.074972,0.209021,0.113122,1.812387,0.449560,0.432962,0.0
1,3.248505,0.0,0.0,2.422642,0.408548,0.288365,2.218650,0.522639,0.441592,0.0
1,3.248505,0.0,0.0,2.422642,0.408548,0.288365,2.218650,0.522639,0.441592,0.0
1,3.253823,0.0,0.0,2.402431,0.429340,0.288477,2.188493,0.486322,0.426936,0.0
1,3.584004,0.0,0.0,2.685820,0.491629,0.362384,2.490886,0.587133,0.475887,0.0
1,3.521873,0.0,0.0,2.558987,0.582319,0.417606,2.407915,0.496871,0.405814,0.0
1,3.123274,0.0,0.0,2.389337,0.266625,0.162352,2.097779,0.537739,0.489274,0.0
1,4.238641,0.0,0.0,3.065298,0.860003,0.674431,3.024908,0.613366,0.425948,0.0
1,3.519178,0.0,0.0,2.544519,0.557241,0.401392,2.397371,0.498875,0.413430,0.0
1,3.588095,0.0,0.0,2.722539,0.441076,0.321381,2.493498,0.612822,0.505520,0.0
1,3.775379,0.0,0.0,2.887742,0.534304,0.393490,2.659966,0.642204,0.508377,0.0
1,3.689221,0.0,0.0,2.867454,0.424398,0.304039,2.585923,0.665044,0.547590,0.0
