0,0.0,1.524602,0.0,0.602068,0.013207,2.382340,0.088053,0.0
0,0.0,1.566429,0.0,0.647347,0.000000,2.470633,0.168382,0.0
1,0.0,1.739425,0.0,1.377464,0.623104,2.975381,0.426354,0.0
1,0.0,1.465532,0.0,0.935026,0.369076,2.378370,0.210467,0.0
1,0.0,1.907108,0.0,1.399445,0.634344,3.083492,0.389456,0.0
1,0.0,1.707058,0.0,1.184419,0.516726,2.854105,0.279053,0.0
1,0.0,1.689374,0.0,1.132048,0.448846,2.758040,0.299847,0.0
1,0.0,1.931184,0.0,1.320528,0.575326,3.176514,0.309291,0.0
1,0.0,1.749454,0.0,1.107873,0.443014,2.827874,0.241096,0.0
1,0.0,1.749454,0.0,1.107873,0.443014,2.827874,0.241096,0.0
1,0.0,1.919542,0.0,1.336439,0.536148,3.080959,0.402705,0.0
1,0.0,1.969403,0.0,1.298730,0.551146,3.171258,0.296193,0.0
1,0.0,1.934063,0.0,1.263725,0.535247,3.143444,0.273004,0.0
1,0.0,1.892935,0.0,1.272588,0.479644,3.017454,0.387166,0.0
1,0.0,2.039324,0.0,1.450239,0.596056,3.338279,0.432172,0.0
1,0.0,2.034768,0.0,1.424337,0.587130,3.352995,0.399663,0.0
1,0.0,2.070203,0.0,1.358104,0.552628,3.320418,0.335026,0.0
1,0.0,1.804599,0.0,0.977146,0.369797,2.906164,0.092469,0.0
1,0.0,1.949662,0.0,1.325803,0.505832,3.174491,0.395161,0.0
1,0.0,2.023250,0.0,1.165948,0.487382,3.237452,0.136138,0.0
1,0.0,1.914985,0.0,1.067737,0.397191,2.971762,0.165861,0.0
1,0.0,1.797513,0.0,1.018959,0.339546,2.795894,0.218393,0.0
1,0.0,1.902425,0.0,1.194560,0.461758,3.148787,0.255415,0.0
1,0.0,1.939347,0.0,1.170707,0.447032,3.131435,0.230890,0.0
1,0.0,2.104879,0.0,1.373371,0.531239,3.399235,0.359990,0.0
1,0.0,2.038470,0.0,1.390176,0.529540,3.386152,0.405263,0.0
1,0.0,2.207640,0.0,1.454538,0.560555,3.509488,0.408476,0.0
1,0.0,2.050841,0.0,1.223028,0.435743,3.205999,0.287025,0.0
1,0.0,1.957097,0.0,1.052103,0.344650,3.002793,0.187047,0.0
1,0.0,2.072418,0.0,1.281564,0.475262,3.338350,0.300515,0.0
1,0.0,2.163472,0.0,1.306817,0.505632,3.453844,0.261127,0.0
1,0.0,1.982945,0.0,1.197453,0.414267,3.177691,0.292187,0.0
1,0.0,1.984812,0.0,1.077684,0.362471,3.075263,0.185330,0.0
1,0.0,2.314797,0.0,1.348219,0.559399,3.642301,0.191673,0.0
1,0.0,2.339728,0.0,1.329365,0.566898,3.687451,0.138417,0.0
1,0.0,1.915334,0.0,1.110966,0.371621,3.092122,0.238206,0.0
1,0.0,1.864270,0.0,1.045383,0.315676,2.929336,0.245465,0.0
1,0.0,2.226717,0.0,1.164927,0.438550,3.433346,0.106947,0.0
1,0.0,1.992975,0.0,1.170662,0.364209,3.154096,0.311265,0.0
1,0.0,2.108296,0.0,1.400122,0.494820,3.489654,0.424732,0.0
1,0.0,2.110163,0.0,1.280353,0.443024,3.387226,0.317876,0.0
1,0.0,2.254147,0.0,1.251419,0.477543,3.563078,0.164373,0.0
1,0.0,2.347607,0.0,1.483256,0.589806,3.823546,0.323494,0.0
1,0.0,1.925743,0.0,0.922026,0.249990,2.950875,0.110315,0.0
1,0.0,2.377633,0.0,1.298742,0.444029,3.575140,0.249240,0.0
1,0.0,2.211626,0.0,1.116665,0.351763,3.361472,0.150598,0.0
1,0.0,2.211246,0.0,1.036015,0.293305,3.355213,0.093230,0.0
1,0.0,2.451445,0.0,1.213615,0.330548,3.654537,0.215166,0.0
